URI,中文名称,ICD-11编码,ICD-11章节,英文名称,引用次数,是否匹配
i631623068480958464,"溃疡性结肠炎,湿热",DD71,13,Ulcerative colitis,1,是
i631623070901071872,气阴两虚2型糖尿病,5A11,05,Type 2 diabetes mellitus,1,是
i631623083211354112,腰椎间盘突出症下肢疼痛,FA84.2,15,Lumbar disc herniation,1,是
i631623106342940672,高血压性脑出血,,,,1,否
i631623110818263040,功能性消化不良伴情绪障碍,DA91,13,Functional dyspepsia,1,是
i631623115562020864,乳腺癌化疗后白细胞减少,,,,1,否
i631623122079969280,消渴病合并脑卒中后舌强语塞,,,,1,否
i631623124412002304,"小儿脑瘫,脑瘫流涎",8D20,08,Cerebral palsy,1,是
i631623127402541056,"骨折,关节功能障碍",,,,1,否
i631623128404979712,"脑出血,恢复期,肝阳上亢",8B00,08,Intracerebral haemorrhage,1,是
i631623136944582656,寻常疣,,,,1,否
i631623172944293888,创伤性脊髓损伤,NA50,22,Spinal cord injury,1,是
i631623192154206208,"脑瘫儿童,流涎",,,,1,否
i631623305970839552,血液透析过程中合并高血压,,,,1,否
i631623306281218048,痉挛性脑瘫,,,,1,否
i631623390565756928,"气虚血瘀,脑梗塞,恢复期",,,,1,否
i631623394575511552,反流性食管炎,,,,1,否
i631623395905105920,"痰湿,原发性高血压",,,,1,否
i631623400908910592,"腰椎骨折,脊髓损伤",NA50,22,Spinal cord injury,1,是
i631623401265426432,"心脾两虚,心悸",,,,1,否
i631623401894572032,肝郁脾虚性脂肪肝,,,,1,否
i631623403207389184,精神分裂症激越状态,6A20,06,Schizophrenia,1,是
i631623409347850240,痛风性膝关节炎,,,,1,否
i631623410186711040,"肿瘤,尿潴留",,,,1,否
i631622513041862656,甲状腺功能亢进症,5A00.0,05,Hyperthyroidism,1,是
i631622514954465280,难治性高血压病,BA00,11,Hypertension,1,是
i631622516128870400,"外伤,周围神经损伤",,,,1,否
i631622517613654016,"脑梗死,炎症,细胞",8B11,08,Cerebral infarction,1,是
i631622524806885376,胃肠道功能 紊乱,,,,1,否
i631622528581758976,头晕头痛,,,,1,否
i631622826465423360,轻中度尺神经卡压综合征,,,,1,否
i631622826838716416,"肾虚,腰痛",TM07,26,Kidney deficiency (TCM),1,是
i631622827350421504,梗死,,,,1,否
i631622837282533376,白癜风,ED70,14,Vitiligo,1,是
i631622838314332160,脾肾亏虚型癌因性疲乏,,,,1,否
i631622840168214528,"截瘫,褥疮",,,,1,否
i631622841174847488,性特发性少弱精子症,,,,1,否
i631621845119922176,糖尿病体位性低血压,,,,1,否
i631621846902501376,"缺血性脑卒中,便秘",8B11,08,Ischaemic stroke,1,是
i631621852401233920,"神经根型颈椎病,肿瘤,坏死",FA84.1,15,Cervical radiculopathy,1,是
i631621855530184704,逼尿肌无力,,,,1,否
i631621858709467136,肺癌晚期,,,,1,否
i631621860932448256,"缺血性中风,失语",8B11,08,Ischaemic stroke,1,是
i631622200553631744,脑梗死后肢体功能障碍,,,,1,否
i631622202478817280,"类风湿性膝关节炎,疼痛",,,,1,否
i631622208585723904,心肾不交型失眠症,,,,1,否
i631622209785294848,"肝胆湿热,面瘫,疼痛",,,,1,否
i631622210993254400,肢体痉挛,,,,1,否
i631622211295244288,单纯性肥胖患者,5B81.0,05,Simple obesity,1,是
i631622213375619072,胃肠癌术后顽固性呃逆,DD93,13,Intractable hiccup,1,是
i631622217225990144,"急性脑梗死,肝肾阴虚,睡眠障碍",8B11,08,Acute cerebral infarction,1,是
i631622536760651776,脾胃虚寒症,,,,1,否
i631622538027331584,"出血,中风,失语",,,,1,否
i631622548286599168,下颌角及咬肌肥大,,,,1,否
i631622551059034112,下肢动脉硬化闭塞症,,,,1,否
i631622551839174656,颈动脉硬化,,,,1,否
i631622841535557632,"假性延髓麻痹,吞咽障碍",MB23.3,21,Dysphagia,1,是
i631622845792776192,"呼吸暂停,综合征",,,,1,否
i631622847038484480,湿热型湿疹,,,,1,否
i631622847420166144,排卵障碍,,,,1,否
i631622851878711296,尘肺,,,,1,否
i631621866129190912,"寒湿,肩周炎",,,,1,否
i631621888195424256,肿瘤患者失眠,,,,1,否
i631621888463859712,"风寒,支气管哮喘",CA23,12,Asthma,1,是
i631621889264971776,"疼痛,抑郁症",MG30,21,Pain,1,是
i631621890821058560,颞颌关节紊乱综合征,,,,1,否
i631622217913856000,"膝关节置换术后,肿胀",,,,1,否
i631622227099381760,晚期肝癌癌痛,,,,1,否
i631622227439120384,"吞咽障碍,脑梗死",MB23.3,21,Dysphagia,1,是
i631622232904298496,急性脑卒中后真、假性球麻痹,,,,1,否
i631622234359721984,脑卒中后患肢疼痛,,,,1,否
i631622554414477312,腰麻术后头痛,,,,1,否
i631622555773431808,腰背筋膜疼痛,,,,1,否
i631622556595515392,"脑卒中,言语障碍",8B20,08,Stroke,1,是
i631622557312741376,糖尿病便秘,,,,1,否
i631622559497973760,下腰痛;非 特 异 性 下 腰 痛,,,,1,否
i631622559846100992,绝经,,,,1,否
i631622569845321728,断指再植术后,,,,1,否
i631622570122145792,创伤性桡骨茎突狭窄性腱鞘炎,,,,1,否
i631622570914869248,"寒湿,盆腔炎",,,,1,否
i631622869582868480,中风下肢偏瘫,,,,1,否
i631622871721963520,"腰腿痛,疼痛",ME84,15,Low back and leg pain,1,是
i631622877585600512,精神应激性闭经,,,,1,否
i631622877833064448,骨科术后盗汗,,,,1,否
i631621899239026688,血瘀型输卵管不通不孕症,,,,1,否
i631621904314134528,老年人亚健康,,,,1,否
i631621912245563392,"虚寒,慢性胃炎",DA42,13,Chronic gastritis,1,是
i631621917563940864,底痉挛综合征,,,,1,否
i631621917991759872,口干症,,,,1,否
i631622248419028992,胃肠神经症,,,,1,否
i631622248809099264,肩关节周围炎冻结期,FB20.3,15,Adhesive capsulitis of shoulder,1,是
i631622252802076672,慢传输型便秘,,,,1,否
i631622256719556608,"肝肾阴虚,干眼症",,,,1,否
i631622572605173760,青年磨牙症,,,,1,否
i631622577197936640,慢性中段跟腱病,,,,1,否
i631622582126243840,退变性腰椎滑脱,,,,1,否
i631622583388729344,"椎间盘移位,综合征",,,,1,否
i631622584466665472,膝过伸,,,,1,否
i631622587624976384,脑卒中迟缓性瘫痪,,,,1,否
i631622587947937792,股骨粗隆间骨折,,,,1,否
i631622887685484544,"脑外伤,瘫痪",,,,1,否
i631621939605008384,"膝关节骨性关节炎,疼痛",FA00.0,15,Knee osteoarthritis,1,是
i631621941723131904,糖调节受损,,,,1,否
i631621942566187008,"围绝经期,潮热",,,,1,否
i631621943283412992,缺血性脑卒中失语,8B11,08,Ischaemic stroke,1,是
i631621947372859392,髂胫束摩擦综合症,,,,1,否
i631622262570610688,"慢性肾小球肾炎,脾肾阳虚",,,,1,否
i631622264785203200,"气滞血瘀,卵巢巧克力样囊肿",TM09,26,Qi stagnation blood stasis,1,是
i631622268098703360,"脑卒中,肢痉挛,偏瘫",8B20,08,Stroke,1,是
i631622272313978880,脑梗死后上肢功能障碍,MB21.2,21,Upper limb functional disorder,1,是
i631622594298114048,"帕金森病,痴呆",8A00,08,Parkinson disease,1,是
i631622598404337664,脑卒中早期足下垂内翻,,,,1,否
i631622599230615552,"感染,休克,细胞",,,,1,否
i631622599473885184,脑卒中手痉挛,,,,1,否
i631622599612297216,"缺血性中风,中风后抑郁症",8B11,08,Ischaemic stroke,1,是
i631622600572792832,"脑卒中,关节功能障碍",8B20,08,Stroke,1,是
i631622602284068864,股骨干骨折,,,,1,否
i631622602623807488,风寒湿型颈椎病,,,,1,否
i631622603533971456,休克,,,,1,否
i631622604637073408,"帕金森病,多汗症",8A00,08,Parkinson disease,1,是
i631622604997783552,脑卒中后感觉障碍,,,,1,否
i631622918043856896,宫颈癌远期放射性肠炎,,,,1,否
i631621987101306880,哮喘,CA23,12,Asthma,1,是
i631621988271517696,"寒湿,腰肌劳损",ME84.3,15,Lumbar muscle strain,1,是
i631622000925732864,"气阴两虚,糖尿病",,,,1,否
i631622001877839872,婴儿重型先天性肌性斜颈,,,,1,否
i631622002666369024,虚寒型膝骨关节炎,FA00.0,15,Knee osteoarthritis,1,是
i631622281138794496,Hoffa,,,,1,否
i631622281709219840,脑卒中后昼间嗜睡,,,,1,否
i631622285521842176,"风寒,寒湿,类风湿性关节炎",FA20,15,Rheumatoid arthritis,1,是
i631622285786083328,脑卒中延髓性麻痹,,,,1,否
i631622289628065792,踩外侧 副韧 带 且度 损 伤,,,,1,否
i631622289913278464,直肠脱垂,,,,1,否
i631622292606021632,晕动病,,,,1,否
i631622610622345216,脑外伤后抑郁症,,,,1,否
i631622614640488448,"多囊卵巢综合征,炎症",5A80.1,05,Polycystic ovary syndrome,1,是
i631622615542263808,"脊髓损伤,大便失禁",NA50,22,Spinal cord injury,1,是
i631622619359080448,缓解期膝痹,,,,1,否
i631622621250711552,老年患者肛肠术后疼痛,MG30.0,21,Postoperative pain,1,是
i631622622194429952,"胃癌,术后胃瘫综合征",,,,1,否
i631621541611696128,"脾肾阳虚,溃疡性结肠炎",DD71,13,Ulcerative colitis,1,是
i631621550327459840,多发性硬化神经源性膀胱,8A40,08,Multiple sclerosis,1,是
i631621552021958656,腱炎,,,,1,否
i631621552210702336,"头痛,输卵管阻塞输卵管阻塞",8A80,08,Headache,1,是
i631621558778982400,尿路症状,,,,1,否
i631621559072583680,"带状疱疹,细胞",1E91,01,Herpes zoster,1,是
i631622012275519488,"骨盆骨折,神经源性膀胱",,,,1,否
i631622019351310336,颈椎失稳,,,,1,否
i631622022622867456,脊髓损伤尿潴留,NA50,22,Spinal cord injury,1,是
i631622301028184064,运动型网球肘,,,,1,否
i631622304920498176,产后胸椎小关节紊乱,,,,1,否
i631622306870849536,跖筋膜炎,,,,1,否
i631622308565348352,老年周围性面神经麻痹,8B83,08,Facial nerve palsy,1,是
i631622310259847168,骨折愈合,,,,1,否
i631622311081930752,"恢复期,缺血性脑卒中",8B11,08,Ischaemic stroke,1,是
i631622312688349184,肺源性心脏病,,,,1,否
i631622627001102336,急性带状疱疹神经痛,1E91,01,Herpes zoster,1,是
i631622627772854272,"闭角型青光眼,视神经萎缩",9B72,09,Optic atrophy,1,是
i631622633879760896,"肝气郁结,耳鸣",,,,1,否
i631622635817529344,非痴呆型血管 认知功能障碍,,,,1,否
i631622639726620672,"脑损伤,感染",,,,1,否
i631622640162828288,"脑卒中患者,痉挛",8B20,08,Stroke patients (general),1,是
i631621568308441088,"脑梗死,记忆障碍",8B11,08,Cerebral infarction,1,是
i631621568539127808,"脑卒中,失用症",8B20,08,Stroke,1,是
i631621569780641792,断指再植术后疼痛,MG30.0,21,Postoperative pain,1,是
i631621574679588864,"痛风,发作",5C45,05,Gout,1,是
i631621577925980160,高胆固醇血症,,,,1,否
i631621585689636864,女性月经紊乱,,,,1,否
i631622027748306944,"骨质疏松,糖尿病",,,,1,否
i631622032496259072,中风后肌张力亢进,,,,1,否
i631622315901186048,"急性脑梗死,痉挛,构音障碍",8B11,08,Acute cerebral infarction,1,是
i631622316903624704,危重病,,,,1,否
i631622320028381184,产后抑郁,6E20.1,06,Postpartum depression,1,是
i631622320271650816,无排卵,,,,1,否
i631622321014042624,"肝豆状核变性,构音障碍",,,,1,否
i631622332670013440,中老年带状疱疹后遗神经痛,1E91,01,Herpes zoster,1,是
i631622647465111552,心率和心率变异性,,,,1,否
i631622648169754624,"脑梗死,癫痫",8B11,08,Cerebral infarction,1,是
i631622651688775680,"脑梗死,肩手综合征",8B11,08,Cerebral infarction,1,是
i631622651973988352,老年髋关节周围骨折术后下肢深静脉血栓,,,,1,否
i631622655610449920,背痛,,,,1,否
i631622661692190720,"消渴,糖尿病周围神经病变",5A14,05,Diabetic peripheral neuropathy,1,是
i631622661876740096,急性踝关节外侧韧带扭伤,,,,1,否
i631621596741627904,"骨折,眼球运动障碍",,,,1,否
i631621602978557952,"脾胃虚弱,虚寒,慢性浅表性胃炎",,,,1,否
i631621603301519360,脑白质疏松轻度认知障碍,8A20,08,Cognitive disorder,1,是
i631621604945686528,产后压力性尿失禁,MG54.0,16,Stress urinary incontinence,1,是
i631621605943930880,"血瘀,糖尿病周围神经病变",TM08,26,Blood stasis (TCM),1,是
i631621614739386368,肛窦炎,,,,1,否
i631621618807861248,肩部筋伤病,,,,1,否
i631621620078735360,肺损伤,,,,1,否
i631622042419982336,肛周瘙痒症,,,,1,否
i631622044865261568,中风假性延髓麻痹,,,,1,否
i631622047700611072,黄疸型乙型肝炎,,,,1,否
i631622051139940352,"肾炎,血尿",,,,1,否
i631622054491189248,透析患者疲乏感,,,,1,否
i631622055581708288,胃食管返流病,,,,1,否
i631622334066716672,"腰椎间盘突出症,寒湿",FA84.2,15,Lumbar disc herniation,1,是
i631622342149140480,气虚血瘀型肩,,,,1,否
i631622344254681088,"功能性消化不良,情感障碍",DA91,13,Functional dyspepsia,1,是
i631622347949862912,绝经期妇女生活质量较差,,,,1,否
i631622351414358016,"气虚血瘀,缺血性脑卒中,脑卒中患者",8B11,08,Ischaemic stroke,1,是
i631622664393322496,"脑梗死,硬化",8B11,08,Cerebral infarction,1,是
i631622666922487808,肝炎及肝硬化代偿期,,,,1,否
i631622668168196096,脑干梗死,,,,1,否
i631622675868938240,膝骨性关节炎膝关节疼痛,FA00,15,Osteoarthritis,1,是
i631622677353721856,"发作,紧张性头痛",,,,1,否
i631621621777428480,"复发,脾胃虚寒,慢性胃炎",DA42,13,Chronic gastritis,1,是
i631621623908134912,心房颤动,BC81.1,11,Atrial fibrillation,1,是
i631621625275478016,肝郁化火型不寐,,,,1,否
i631621625971732480,肾炎,,,,1,否
i631621626244362240,"吞咽障碍,心功能不全",MB23.3,21,Dysphagia,1,是
i631621633890578432,腰肌劳损急性疼痛,ME84.3,15,Lumbar muscle strain,1,是
i631621634465198080,胃食管反流病患者焦虑症状和睡眠质量,DA22,13,Gastro-oesophageal reflux disease,1,是
i631621634830102528,脑中风后上肢痉挛,,,,1,否
i631621635845124096,"子宫肌瘤,血瘀",GA17,17,Uterine fibroid,1,是
i631621635954176000,痰湿阻滞型未破裂卵泡黄素化综合征,,,,1,否
i631621636893700096,"心病,稳定型心绞痛",,,,1,否
i631621639578054656,脑血管病并发肩手综合征,8B2Z,08,Cerebrovascular disease,1,是
i631621646834200576,原发性低血压,,,,1,否
i631622067485143040,"胃痛,虚寒",,,,1,否
i631622071255822336,急性带状疱疹,1E91,01,Herpes zoster,1,是
i631622071507480576,椎基底动脉缺血性急性眩晕,,,,1,否
i631622071733972992,跟腱腱围炎,,,,1,否
i631622355055013888,"糖尿病,腰椎管狭窄症",5A10-5A14,05,Diabetes mellitus,1,是
i631622357890363392,老年性膝关节骨性关节炎,FA00.0,15,Knee osteoarthritis,1,是
i631622365565939712,直肠癌术后胃肠功能恢复,,,,1,否
i631622377519706112,更年期,,,,1,否
i631622378102714368,"周围性面瘫,风寒,寒证",8B83.0,08,Peripheral facial palsy,1,是
i631622684777639936,"缺血性脑卒中,面瘫",8B11,08,Ischaemic stroke,1,是
i631622690897129472,发热,,,,1,否
i631622691429806080,甲亢合并浸润性突眼,,,,1,否
i631622693988331520,"大肠癌,腹水",,,,1,否
i631622695833825280,气阴两虚型快速心律失常,BC80-BC8Z,11,Cardiac arrhythmia,1,是
i631622697691901952,"脾胃虚寒,功能性消化不良",DA91,13,Functional dyspepsia,1,是
i631622697993891840,视网膜脱离,,,,1,否
i631622698157469696,寒湿凝滞型原发性痛经,GA34.10,17,Primary dysmenorrhoea,1,是
i631622700296564736,陈旧性踝关节扭伤,,,,1,否
i631621647467540480,肾虚型月经失调,,,,1,否
i631621651317911552,视神经脊髓炎临,,,,1,否
i631621657559035904,多发性肋骨骨折,,,,1,否
i631621662827081728,性球麻痹致吞咽困难,,,,1,否
i631621668833325056,脑性瘫痪流涎,8D20,08,Cerebral palsy,1,是
i631621670854979584,"痰湿,高脂血症",5C80,05,Hyperlipidaemia,1,是
i631622079040450560,壳核出血,,,,1,否
i631622080965636096,智力迟缓儿童语言障碍,,,,1,否
i631622081968074752,"肝胃不和,慢性胃炎",DA42,13,Chronic gastritis,1,是
i631622082651746304,"胃热,单纯性肥胖,超重患者",5B81.0,05,Simple obesity,1,是
i631622083817762816,艾滋病合并带状疱疹后遗神经痛,1E91,01,Herpes zoster,1,是
i631622085692616704,急性肠胃炎,,,,1,否
i631622085944274944,"脾肾阳虚,便秘",,,,1,否
i631622090142773248,胆管结石,,,,1,否
i631622091577225216,"椎-基底动脉供血不足,眩晕",8B11.1,08,Vertebrobasilar insufficiency,1,是
i631622092344782848,"风热,热证,周围性面瘫",8B83.0,08,Peripheral facial palsy,1,是
i631622380321501184,产妇硬膜外自控镇痛泵术后恶心呕吐,,,,1,否
i631622385484689408,"心病,高脂血症",5C80,05,Hyperlipidaemia,1,是
i631622385765707776,心率失常,,,,1,否
i631622389980983296,原发性肝癌疼痛镇痛,,,,1,否
i631622391381880832,运动损伤,,,,1,否
i631622392275267584,"小儿脑瘫,听觉障碍",8D20,08,Cerebral palsy,1,是
i631622703006085120,酒精依赖患者抑郁症状,,,,1,否
i631622705669468160,卒中后吞咽困难并发肺感染,,,,1,否
i631622706197950464,早期乳痈,,,,1,否
i631622707871477760,"气虚血瘀,中风",,,,1,否
i631622707997306880,"脑卒中偏瘫,肩痛",8B2Y,08,Post-stroke hemiplegia,1,是
i631622717992333312,癌痛,MG30.6,21,Cancer pain,1,是
i631622718277545984,"神经性头痛,顽固性失眠",,,,1,否
i631622100909551616,"风痧,偏头痛",,,,1,否
i631622101190569984,"心病,稳定性心绞痛",,,,1,否
i631622102109122560,"阴虚,便秘",,,,1,否
i631622105271627776,痰湿型多囊卵巢综合征,5A80.1,05,Polycystic ovary syndrome,1,是
i631622105691058176,局部炎症,,,,1,否
i631622109239439360,早期脑瘫儿坐姿异常,,,,1,否
i631622402178019328,"脊髓损伤,胃肠功能紊乱",NA50,22,Spinal cord injury,1,是
i631622402433871872,"动脉粥样硬化,缺血性脑卒中,脑卒中患者",8B11,08,Ischaemic stroke,1,是
i631622402706501632,胫骨疲劳性骨膜炎,,,,1,否
i631622403352424448,产后拇长屈肌腱狭窄性腱鞘炎,,,,1,否
i631622406577844224,中风之气虚血瘀型,,,,1,否
i631622723667226624,"气滞血瘀,慢性前列腺炎",TM09,26,Qi stagnation blood stasis,1,是
i631622726380941312,帕金森综合征患者肌僵直,,,,1,否
i631622727001698304,胸腰椎骨折后腹胀便秘,,,,1,否
i631622732596899840,"脑血管病,脑卒中后吞咽障碍",8B2Z,08,Cerebrovascular disease,1,是
i631622733100216320,"颈椎病,气滞血瘀",FA84,15,Cervical spondylosis,1,是
i631622736728289280,慢性胃脘痛,,,,1,否
i631622737739116544,中老年失眠,,,,1,否
i631622738938687488,冈下肌综合征,,,,1,否
i631621703134343168,椎管内麻醉术后尿潴留,,,,1,否
i631621705411850240,气虚血瘀型脑梗死后头痛,,,,1,否
i631621711933992960,"中风,轻度认知功能障碍",8B20,08,Stroke,1,是
i631621716719693824,蜂窝组织炎,,,,1,否
i631621720318406656,脾虚功能性消化不良,DA91,13,Functional dyspepsia,1,是
i631622112682962944,"复发,丹毒",,,,1,否
i631622117640630272,肿瘤相关性呃逆,,,,1,否
i631622122103369728,对肾虚型不孕,,,,1,否
i631622123525238784,小儿幽门螺杆菌相关性胃炎疗,,,,1,否
i631622124250853376,雷诺氏病,,,,1,否
i631622415297802240,老年癌性疼痛,,,,1,否
i631622419479523328,"脑外伤,麻痹",,,,1,否
i631622419987034112,"中风偏瘫,关节痛",8B2Y,08,Hemiplegia after stroke,1,是
i631622424890175488,脑卒中后认知功能障碍,,,,1,否
i631622425204748288,"痉挛型脑瘫,肢痉挛",,,,1,否
i631622425468989440,中风后手指拘挛,,,,1,否
i631622428535025664,"肝经湿热,带状疱疹",1E91,01,Herpes zoster,1,是
i631621734574845952,"小儿脑瘫,言语障碍",8D20,08,Cerebral palsy,1,是
i631621736760078336,绝经过渡期绝经相关症状,,,,1,否
i631621747203895296,"原发性骨质疏松症,疼痛",FB83,15,Osteoporosis,1,是
i631622127237197824,中风偏瘫后肩痛,8B2Y,08,Hemiplegia after stroke,1,是
i631622129330155520,脑出血恢复期,,,,1,否
i631622133105029120,心跳骤停,,,,1,否
i631622141434916864,"脑卒中,麻痹,吞咽障碍",8B20,08,Stroke,1,是
i631622444758593536,肾虚型月经过少,,,,1,否
i631622447170318336,神经痛,,,,1,否
i631622767124410368,胃肠肿瘤化疗患者胃肠道反应,,,,1,否
i631622772350513152,脾虚气滞型功能性消化不良,DA91,13,Functional dyspepsia,1,是
i631622773470392320,病毒感染后嗅觉障碍,,,,1,否
i631622778251898880,产后痹,,,,1,否
i631622778583248896,急性带状疱疹及预防后遗神经痛,1E91,01,Herpes zoster,1,是
i631621756402003968,中风痉挛偏瘫,,,,1,否
i631621757127618560,"遗忘,轻度认知功能障碍",,,,1,否
i631621765436534784,急性期带状疱疹,1E91,01,Herpes zoster,1,是
i631621766095040512,"脑卒中后肩手综合征,疼痛",,,,1,否
i631621771027542016,肩袖损伤术后肩关节功能受损,,,,1,否
i631621772361330688,"中风,痉挛,构音障碍",8B20,08,Stroke,1,是
i631621773141471232,"阳虚,便秘",,,,1,否
i631621777381912576,"痛痹,腰椎间盘突出症,疼痛",FA84.2,15,Lumbar disc herniation,1,是
i631622148766560256,"未病,围绝经期",,,,1,否
i631622149127270400,"脾肾阳虚,结肠炎",,,,1,否
i631622150867906560,"缺血性脑卒中,假性延髓麻痹,吞咽障碍",8B11,08,Ischaemic stroke,1,是
i631622152956669952,躯体形式疼痛障碍,,,,1,否
i631622153665507328,餐后不适综合征 和上腹痛综合征,,,,1,否
i631622155003490304,"脑出血,后吞咽障碍",8B00,08,Intracerebral haemorrhage,1,是
i631622159847911424,"老年性骨质疏松,骨质疏松症腰背痛",FB83,15,Osteoporosis,1,是
i631622460713725952,糖尿病性视网膜病变,9B77,09,Retinopathy,1,是
i631622463645544448,"脑神经损伤,吞咽障碍",MB23.3,21,Dysphagia,1,是
i631622469433683968,腰背部肌筋膜炎,,,,1,否
i631622470234796032,"慢性前列腺炎,便秘",GC00,16,Chronic prostatitis,1,是
i631622789253558272,卵巢巧克力样囊肿,,,,1,否
i631622789589102592,癌症患者抑郁失眠,,,,1,否
i631622794592907264,轻中度腕管综合征,FB53.1,15,Carpal tunnel syndrome,1,是
i631622796908163072,缺血性中风后失语,8B11,08,Ischaemic stroke,1,是
i631622799005315072,突发性耳鸣耳聋,,,,1,否
i631622799349248000,艾滋病抑郁症,,,,1,否
i631622804235612160,快速型心律失常,BC80-BC8Z,11,Cardiac arrhythmia,1,是
i631621788484235264,甲亢合并白细胞减少,,,,1,否
i631621789453119488,"脑卒中患者,偏瘫",8B20,08,Stroke patients (general),1,是
i631621798286323712,"脾肾阳虚,高脂血症",5C80,05,Hyperlipidaemia,1,是
i631622171113811968,颈椎病伴抑郁症,,,,1,否
i631622175849181184,"肾虚,血瘀,早衰",TM07,26,Kidney deficiency (TCM),1,是
i631622176675459072,脑卒中留置导尿患者漏尿,,,,1,否
i631622177275244544,"大肠癌,胃肠功能恢复",,,,1,否
i631622472801710080,"类风湿性关节炎类风湿性关节炎,疾病",FA20,15,Rheumatoid arthritis,1,是
i631622473795760128,椎管狭窄症,,,,1,否
i631622480376623104,轻度失眠,,,,1,否
i631622481731383296,膈肌痉挛,,,,1,否
i631622805665869824,脑瘫患儿语言发育迟缓,,,,1,否
i631622809214251008,糖尿病心血管自主神经病变,,,,1,否
i631621812580511744,心脾两虚型失眠,,,,1,否
i631621815499747328,"痰湿,眩晕",,,,1,否
i631621822051250176,脑梗死后上肢运动功能障碍,MB21,21,Motor dysfunction,1,是
i631621831224193024,"腰椎间盘突出,坐骨神经痛",FA84.2,15,Lumbar disc herniation,1,是
i631621832952246272,急性脑卒中,,,,1,否
i631621833744969728,运动障碍伴胃食道反流,,,,1,否
i631621834982289408,髂腰三角综合征,,,,1,否
i631622188289486848,急性卒中后吞咽障碍,MB23.3,21,Dysphagia,1,是
i631622190902538240,小儿喘息性支气管炎,,,,1,否
i631622191594598400,下肢痉挛,,,,1,否
i631622195981840384,水肿,,,,1,否
i631622199509250048,"腰椎间盘突出症,麻木,综合征",FA84.2,15,Lumbar disc herniation,1,是
i631622490774302720,膝骨关节病,,,,1,否
i631622503319465984,肛门疾病术后疼痛,MG30.0,21,Postoperative pain,1,是
i631622504112189440,带状疱疹后神经痛,MG30.5,21,Postherpetic neuralgia,1,是
